Year,Rating,Votes,Metascore,Action,Adventure,Aniimation,Biography,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sport,Thriller,War,Western,Success
2013,7.1,577010,55,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2016,6.6,20514,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2016,5.7,34523,34,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,6.8,302268,62,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,7.1,43929,66,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,8.1,400682,92,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2014,7.2,249425,57,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2013,7.5,218996,60,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2012,7,295554,72,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2008,5.5,67033,55,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010,6.4,105619,46,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2014,6.7,69509,81,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,6.2,57207,34,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2006,6,193479,45,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016,6.1,59886,51,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2009,7.7,237221,53,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2013,7.8,103150,88,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2014,6.8,132580,86,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2014,7.4,385598,59,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2007,7.5,385325,71,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2013,7,199048,84,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,5.2,73093,33,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,6.2,81429,55,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2011,7.3,300803,66,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2006,6.5,95960,48,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2016,6.4,616,74,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,7.3,203096,53,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011,6.7,319025,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2010,7.7,510100,95,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2015,6,71149,34,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2015,6,37975,36,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2016,7.4,12643,54,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,7,62885,79,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2015,5.4,43085,51,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2016,6.9,34248,56,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,7.3,353305,72,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2013,8,352801,84,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,7.4,207497,86,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2013,8.1,339722,75,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,7.8,564364,81,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2014,7.8,271301,69,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2014,6.5,93764,31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2009,6.6,217464,46,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012,7.4,452369,84,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,6.4,173320,52,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2016,6.8,36322,71,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2007,6.2,406219,59,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5.8,92329,35,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2007,7.7,220664,66,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2013,7.3,379088,90,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2009,5.1,96617,47,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011,7.7,320323,81,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2015,6.6,97679,56,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,7.1,33352,47,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,6.7,45579,64,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2015,6.3,171970,42,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014,5.5,59958,30,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2014,7.7,299718,72,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2013,6.6,327838,67,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2013,7.8,221600,55,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2008,6.9,223065,51,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014,5.7,14248,42,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2013,7.8,417663,72,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2009,7.7,409403,73,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2016,6.3,89059,72,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008,8,677044,86,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2012,5.5,194329,52,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2012,7,474320,66,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016,5.7,28326,38,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,6,702,62,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,6.8,335531,57,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2016,6.3,38430,36,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,6.7,312495,64,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2016,6.9,31776,71,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,5.7,7583,33,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015,6.9,135706,68,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,7.6,175673,82,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2016,7.1,61812,64,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,6.1,137568,35,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014,7.6,84016,76,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2015,7.4,169083,57,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2015,7.6,217938,81,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
2014,7.8,266508,83,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015,7.1,154647,64,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,5.6,101092,27,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2010,6.7,221117,53,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,6.7,355362,60,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,6.6,220667,51,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,6.3,31913,63,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,5.8,31194,39,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,7.2,116112,82,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,5.4,114482,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,7.2,112288,51,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
2008,6.8,342355,61,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,5.5,86417,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,6.1,113686,72,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,6.4,159830,56,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,7.7,410607,72,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014,6.7,49041,29,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2015,6.7,40529,74,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2012,7.4,226661,95,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
2010,7.8,316459,71,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015,6.6,202380,65,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,6.1,74589,34,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,7.8,502961,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2015,6.5,108306,63,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2013,7.3,252119,65,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016,5.6,48161,38,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,5.4,34546,55,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2010,7.7,357213,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2011,7.2,155010,72,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6.8,164208,65,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2007,5.7,8914,35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,5.8,35003,45,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2014,6.2,237887,48,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2016,5.9,100702,28,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,7.8,485075,70,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
2014,6.5,122185,46,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2007,8.1,525700,85,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2009,8.4,238789,67,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,4.7,48297,34,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,7,494819,63,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2011,7.4,382459,73,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2015,7.1,58421,33,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2012,7.6,156189,73,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2013,6.6,214825,41,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,6.3,181521,44,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2015,7.5,94977,87,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2009,7.7,156620,80,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2010,7.4,151409,81,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2012,7.1,213764,59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,7.9,52331,81,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,7.8,309186,74,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2013,5.9,113272,53,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2010,7,556666,57,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015,7,58720,49,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,6.8,126656,28,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2013,6.5,214994,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011,6.1,202682,36,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,8.3,192263,76,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,6.7,241709,48,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2015,6,95119,34,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6.4,182069,33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008,7.3,159736,69,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2010,7.6,294553,74,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2016,6,51235,42,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
2016,6.6,8229,63,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,6.3,57602,60,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2011,7.5,357436,48,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010,6.4,255813,65,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013,6.9,111558,61,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2009,8,556794,81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2010,6.7,199900,64,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,7.8,337835,76,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2006,6.4,83941,65,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2009,5.8,297984,49,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,7.5,351059,78,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2012,7.7,481274,86,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2016,7.4,56332,54,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,8.5,278103,89,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2008,7.2,226619,67,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2014,6.5,93799,47,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2016,6.3,48400,52,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,7.8,254446,84,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,6.7,102954,81,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2013,6.7,84765,34,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2015,6.6,166489,56,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,8,504039,96,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2010,6.5,36091,66,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2010,6.9,241359,53,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,7,313803,64,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015,5.3,44553,34,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013,6.3,94707,78,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2007,7.2,565721,65,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
2012,6.8,278379,58,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,7.1,298913,72,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2009,7.4,228339,34,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2009,8.3,722203,88,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015,6.3,159364,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015,7.2,77995,95,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2015,7.3,52636,64,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2012,6.5,107960,59,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2009,7.7,398972,76,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2013,4.3,83625,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013,7.8,622089,96,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2008,7.8,144614,55,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2007,7.2,267820,53,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,5,170897,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015,7.1,47289,72,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2010,7.1,294950,72,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2014,6,137299,52,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,6.9,188769,41,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,7.9,513744,66,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2013,6.2,1356,51,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2016,7.2,24100,59,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2013,5.3,84927,48,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2016,4.7,1830,57,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2010,7,36043,60,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2016,3.9,552,61,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,5.4,26461,38,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2014,6.4,318058,62,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,6.7,245374,61,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2006,6.9,74674,47,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2016,5.4,12758,59,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2014,6.4,352698,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016,7.2,1024,77,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,6.5,143389,39,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,7,250811,50,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2016,5.7,24761,22,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,7.2,137964,77,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2011,7.4,444417,59,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2016,6.7,54787,76,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2016,6.8,10485,83,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,6.5,324898,53,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2016,6.8,391,68,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2006,5.8,106381,45,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2016,7.1,17141,79,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2015,4.3,121847,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,4.6,30180,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2015,7.1,96688,77,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2014,6.3,148504,40,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2015,6.9,90372,47,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,6.6,115355,66,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,6.5,283282,45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013,6.5,133113,57,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2012,6.8,171169,53,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2012,7.8,290559,72,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2012,6.1,239772,57,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,5.8,47804,36,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2011,6.3,338369,42,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,7.5,432461,81,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2016,6.1,26521,58,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,6.5,68654,55,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2014,6,110825,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2007,7.1,150353,75,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015,7.1,159582,51,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,7.8,374044,80,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,6.8,11900,62,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2010,5.8,238206,39,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2016,6.8,44425,58,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2010,6.8,273959,49,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,7.6,525646,76,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2010,6.3,44158,57,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2016,4.9,6809,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,5.1,89885,36,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012,5.7,60059,41,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2011,7.6,297395,87,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2007,5.2,190673,35,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2014,7.2,114006,59,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2011,6,142900,46,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2007,7.3,199860,64,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012,7.2,293941,69,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2009,7.8,182074,76,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2013,6.2,25208,37,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2014,7.1,116118,69,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2006,6.4,122864,45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2015,6.1,68306,42,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2010,7.2,97141,79,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
2008,6.6,84083,39,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2016,6.2,63408,44,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,7.9,277123,67,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2010,7.3,183926,63,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,6.7,181432,40,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,6.4,40357,66,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,7.2,89791,66,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,5.1,1630,90,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6.9,368556,57,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014,8.1,33560,74,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
